category,movie,title,rating,genre,subgenre,theme,keyword,releasedate,country,review
Adult,Fit to Kill,Fit to Kill (1993),3,Action,Sexploitation,,"bad-guy, duel, espionage, good-guy, helicopter, nuclear-weapon, protection, rocket",,USA,"In this sexploitation action film, a group of good-looking special agents, including Playboy centerfolds Dona Speir and Roberta Vasquez are engaged in a struggle to outwit their sinister enemy Martin Kane (R.J. Moore), before he outwits them. Part of an ongoing series of films, this movie was filmed in Hawaii."
Adult,Goodbye Emmanuelle,Goodbye Emmanuelle (1977),3,Adult,Softcore Sex Film,Infidelity,"extramarital-affair, promiscuity, sex, sexual-fantasy",,France,"Part of the Emmanuelle series, this erotic film follows the adventures of Emmanuelle (Sylvia Kristel) as she and her husband engage in a myriad of extra-marital affairs. Their arrangement seems to work out fine, until Emmanuelle's pursuit of a seemingly uninterested film director sparks her husband's jealousy."
Adult,The Malibu Bikini Shop,The Malibu Bikini Shop (1986),3,Adult,,,"aunt, beach, beach-bum, bikini, brother, business, customer, family-business, inheritance, owner, partner, shopkeeper, sibling, wedding",,USA,"Two dissimilar brothers inherit the venture described in the title, and spend most of their time hitting on the customers. The film is rated R due to nudity and profanity."
Adult,The Queen of Mean,The Queen of Mean (1992),3,Adult,Hardcore Sex Film,,"business, millionaire, motel, power, stars [celebrities]",,USA,"This exploitation flick cashes in on the fate of a notorious, wealthy hotel magnate who was convicted for cheating on her taxes. This is based on a true story."
Adult,Wild Orchid,Wild Orchid (1990),3,Adult,Erotic Drama,Carnal Knowledge,"Brazil, expatriate, kinky, lawyer, millionaire, seduction, sensuality, sexual-awakening",27-Apr-90,USA,"A beautiful woman discovers a new side of her personality in this erotic drama. Kansas-born Emily Reed (Carré Otis) is an intelligent but naive young woman who has made a name for herself as a lawyer and is hired to work with businesswoman Claudia Lirones (Jacqueline Bisset), who is putting the finishing touches on a major real estate deal. Claudia brings Emily with her as she jets off to Rio De Janeiro to wrap up the sale of a resort hotel to the Chinese. When Claudia is unexpectedly called away, Emily is left in the care of James Wheeler (Mickey Rourke), an expatriate American multi-millionaire with a truly remarkable tan who is in on Claudia's deal. The Carnivale is in full swing in Rio, and James seeks to broaden Emily's horizons by introducing her to the sensual pleasures lurking all around her; James and Emily soon become involved, which complicates matters when Claudia returns. One of Wild Orchid's love scenes between Mickey Rourke and Carré Otis had to be trimmed so that the film could gain an R rating for American release (the uncut version was later released on home video); a widely circulated rumor had it that Rourke and Otis, who were living together at the time, had actually had sex while the scene was filmed, though Otis later denied it."
Adult,Trader Hornee,Trader Hornee (1970),3,Adult,Adventure Comedy,"Lost Worlds,Americans Abroad","heir, inheritance, kidnapping, missing-person, search",,USA,"This X rated jungle adventure finds Hamilton Hornee (Buddy Pantsari) in search of the white goddess. Algona (Deek Sills) is the female leader of a native tribe sought by Hamilton to inherit money from a long lost relative. This sets the stage for erotic action between men and women, and women and women. Elizabeth Monica, Lisa Grant and Christine Murray join Sills in various stages of undress and sex acts in this cliche riddled romp in the wilds of Africa."
Adult,"Playgirl on the Air, Vol. 1","Playgirl on the Air, Vol. 1 (1985)",3,Adult,,,,,,
Adult,Emanuelle in Bangkok,Emanuelle in Bangkok (1978),3,Adult,Softcore Sex Film,,"bachelorette, eroticism, extramarital-affair, masseuse, sex, wife",,"France, Italy","One of a seemingly endless series of (far more explicit and violent) Italian knockoffs to the original French Emmanuelle series (with the name of the lead character changed to Emanuelle, presumably to avoid copyright and licensing issues), the French film about the bored wife of a French diplomat who found excitement through erotic adventures. In this suspense-filled film, Emanuelle experiences adventures in the Asian art of love."
Adult,Emanuelle on Taboo Island,Emanuelle on Taboo Island (1976),3,Adult,Softcore Sex Film,Carnal Knowledge,"island, sex, shipwreck",,Italy,"Another sequel to the French film about the bored wife of a French diplomat who found excitement through erotic adventures. In this one, Emmanuelle surprises a marooned young man on her island."
Adult,Night Games,Night Games (1980),3,Adult,Psychological Drama,Haunted By the Past,"costume, dysfunctional, fantasy, fear, frigidity, homemaker, marital-problems, memory, rape, repression, sanity, sex, sexual-fantasy, trauma, victim",,"France, USA","In this erotic psycho-drama from Roger Vadim, a California housewife is paralyzed by her fear of having sex, a phobia that stems from a brutal rape when she was a child. Determined to overcome her problem and have a healthy sex life, she starts a strange course that begins when a man shows up at her door dressed as a bird."
Adult,L'Adolescente,L'Adolescente (1976),3,Adult,Softcore Sex Film,"Marriages of Convenience,Crumbling Marriages",,,Italy,"In this softcore Italian sex film, Sonia Viviani plays Serenella, the niece of a married couple, who attempts to cause a divorce by spreading gossip about their promiscuous sex lives. She's miffed because the Sicilian husband Vito (Tuccio Masumeci) only got married for his wife's money, and they both sleep around. Director Alfonso Brescia (aka Al Bradly) is better known for his Westerns, awful science-fiction films, and a few giallo thrillers like Omicidio a Luci Blu. Daniela Giordano is the main reason to watch this film, along with exploitation veterans Dagmar Lassander, Malisa Longo, Aldo Giuffre, and Giacomo Furia."
Adult,The Back Row,The Back Row (1973),3,Adult,,,sex,,USA,
Adult,Delinquent School Girls,Delinquent School Girls (1974),3,Adult,,,"mental-institution, teenagers, captive, captor, escape, escaped-convict, fantasy, sexual-awakening, sexual-fantasy, women's-prison",,,"A trio of dangerous criminals meet their match at a private school for girls in this oddball mixture of sexploitation, action and comedy. Three patients from an institution for the criminally insane make a break and escape to the outside world -- Carl Clooney (Michael Pataki), a deranged nightclub comic and mimic, Dick Peters (Bob Minor), a disgraced big-league baseball player and serial rapist, and Bruce Wilson (Stephen Stucker), an unhinged gay fashion designer. Looking for a car and a place to hide, the escapees first take over the home of a half-witted cowboy and his sex-starved wife, but they soon end up at the Oxford Corrective Institute for Young Women, a private learning facility for obstreperous teenagers operated by strict disciplinarian Mr. Baxter (John Aldeman). It's semester break and only six of the students are left behind, and the criminals think they're in for some sadistic fun with the attractive young women, but what they don't know is that self-defense is part of the Oxford curriculum, and the gals are well versed in karate. Also titled Carnal Madness, Delinquent Schoolgirls marked the screen debut of comic and actor Stephen Stucker, who enjoyed overnight success as the sharp-tongued air traffic controller in Airplane!; his career was cut short by his premature death in 1986."
Adult,Craving Desire,Craving Desire (1993),3,Adult,Erotic Thriller,,"evil, femme-fatale, innocence, rampage, seduction",,Italy,"In this erotic thriller (Vittoria Bellevedere) is cast as the stereotypical evil woman who charms innocent men with her physical attractions and then destroys them like a praying mantis munching on her unfortunate mate, head first, just after their sexual union. Unlike the female mantis, this woman slowly ruins the life of the man she has seduced instead of finishing him off immediately - providing fodder for the film, and scenes reminiscent of Fatal Attraction and Basic Instinct."
Adult,Tender Flesh,Tender Flesh (1997),3,Adult,Erotic Thriller,"Survival in the Wilderness,Flight of the Innocent","hunting, island, predators, prey, scheme, sexual-deviation, stripper",,,"In this kinky variation on The Most Dangerous Game, Paula, an actress and exotic dancer, is invited to spend the weekend with a decadent Baroness and her wealthy lover on a private island in the tropics. The offer seems to good to be true, and Paula and her boyfriend decide to take the plunge, but after the sexual escapades turn increasingly dark and threatening, Paula and her man learn the real reason they're on the island -- to be hunted for sport by the Baroness and her party. Directed by legendary sexploitation auteur Jess Franco, Tender Flesh stars Lina Romay, Monique Parent, and Amber Newman."
